user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__	N/A	N/A	N/A	N/A	N/A	GCF_002160135.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp002160135	77.86	0.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__	Placement	taxonomic classification fully defined by topology	GCA_002491115.1, s__UBA7182 sp002491115, 95.0, 78.54, 0.27; GCA_001941045.1, s__UBA7182 sp001941045, 95.0, 76.77, 0.13	91.21	11	0.942304688707	N/A
MAG036	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.37	11	0.901434507956	N/A
MAG041	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.88	11	0.899247552908	N/A
MAG078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.18	11	0.89709853052	N/A
MAG052	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	N/A	N/A	N/A	N/A	N/A	GCF_000403455.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000403455	79.83	0.38	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	Placement	taxonomic classification fully defined by topology	GCF_000403475.2, s__Dorea sp000403475, 95.0, 77.97, 0.15; GCF_000154505.1, s__Dorea scindens, 95.0, 77.97, 0.18; GCF_000509125.1, s__Dorea sp000509125, 95.0, 77.96, 0.18; GCF_000156515.1, s__Dorea hylemonae, 95.0, 77.7, 0.11; GCF_001754075.1, s__Dorea faecis, 95.0, 77.66, 0.16; GCF_900240315.1, s__Dorea sp900240315, 95.0, 77.57, 0.19; GCF_000154065.1, s__Dorea longicatena, 95.0, 77.54, 0.15; GCF_900086625.1, s__Dorea sp900086625, 95.0, 77.52, 0.11; GCA_900066765.1, s__Dorea sp900066765, 95.0, 77.46, 0.11; GCF_001404875.1, s__Dorea longicatena_B, 95.0, 77.42, 0.12; GCA_000433535.1, s__Dorea sp000433535, 95.0, 77.41, 0.16; GCF_001185345.1, s__Dorea sp001185345, 95.0, 77.32, 0.12; GCF_900312975.1, s__Dorea sp900312975, 95.0, 77.3, 0.2; GCF_900120345.1, s__Dorea phocaeense, 95.0, 77.27, 0.11; GCF_002160985.1, s__Dorea sp002160985, 95.0, 77.15, 0.1; GCF_000169235.1, s__Dorea formicigenerans, 95.0, 77.15, 0.1; GCA_000433215.1, s__Dorea sp000433215, 95.0, 77.08, 0.14; GCA_002492335.1, s__Dorea sp002492335, 95.0, 77.05, 0.17; GCA_900066555.1, s__Dorea sp900066555, 95.0, 76.9, 0.11; GCF_000765215.1, s__Dorea sp000765215, 95.0, 76.73, 0.11	91.51	11	0.969860620951	N/A
MAG067	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	N/A	N/A	N/A	N/A	N/A	GCF_000403455.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000403455	79.96	0.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	Placement	taxonomic classification fully defined by topology	GCF_000403475.2, s__Dorea sp000403475, 95.0, 77.81, 0.16; GCF_900240315.1, s__Dorea sp900240315, 95.0, 77.76, 0.13; GCF_000154505.1, s__Dorea scindens, 95.0, 77.68, 0.15; GCF_000509125.1, s__Dorea sp000509125, 95.0, 77.65, 0.15; GCF_900086625.1, s__Dorea sp900086625, 95.0, 77.55, 0.08; GCF_000169235.1, s__Dorea formicigenerans, 95.0, 77.37, 0.08; GCF_000156515.1, s__Dorea hylemonae, 95.0, 77.36, 0.1; GCA_900066765.1, s__Dorea sp900066765, 95.0, 77.3, 0.11; GCF_001404875.1, s__Dorea longicatena_B, 95.0, 77.29, 0.08; GCF_000154065.1, s__Dorea longicatena, 95.0, 77.24, 0.11; GCA_002492335.1, s__Dorea sp002492335, 95.0, 77.22, 0.13; GCF_001185345.1, s__Dorea sp001185345, 95.0, 77.19, 0.11; GCF_000765215.1, s__Dorea sp000765215, 95.0, 77.11, 0.07; GCA_900066555.1, s__Dorea sp900066555, 95.0, 77.1, 0.08; GCF_001754075.1, s__Dorea faecis, 95.0, 77.1, 0.12; GCA_000433535.1, s__Dorea sp000433535, 95.0, 77.1, 0.13; GCF_900312975.1, s__Dorea sp900312975, 95.0, 77.05, 0.11; GCF_002160985.1, s__Dorea sp002160985, 95.0, 77.02, 0.08; GCA_000433215.1, s__Dorea sp000433215, 95.0, 76.84, 0.12; GCF_900120345.1, s__Dorea phocaeense, 95.0, 76.65, 0.09	82.46	11	0.967509779071	N/A
MAG125	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__	N/A	N/A	N/A	N/A	N/A	GCA_002406015.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp002406015	77.68	0.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__	Placement	taxonomic classification fully defined by topology	GCA_000431515.1, s__CAG-632 sp000431515, 95.0, 77.93, 0.3	98.25	11	0.959791758112	N/A
MAG127	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	Placement	taxonomic classification fully defined by topology	GCA_002431395.1, s__Eubacterium_F sp002431395, 95.0, 77.22, 0.1; GCA_000434115.1, s__Eubacterium_F sp000434115, 95.0, 76.97, 0.1; GCA_002435545.1, s__Eubacterium_F sp002435545, 95.0, 76.62, 0.09	69.98	11	0.947212177376	N/A
MAG026	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_003149875.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003149875	76.72	0.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	Placement	taxonomic classification fully defined by topology	GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 77.1, 0.06; GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 77.03, 0.09; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 77.0, 0.09; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 77.0, 0.08; GCA_003529475.1, s__TF01-11 sp003529475, 95.0, 76.75, 0.1; GCA_001916135.1, s__TF01-11 sp001916135, 95.0, 76.73, 0.08; GCA_002499945.1, s__TF01-11 sp002499945, 95.0, 76.7, 0.11	97.14	11	0.936786607167	N/A
MAG077	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002499945.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp002499945	84.31	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	Placement	taxonomic classification fully defined by topology	GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 80.09, 0.49; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 79.21, 0.43; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 76.84, 0.14; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 76.75, 0.11; GCA_003149875.1, s__TF01-11 sp003149875, 95.0, 76.35, 0.08	96.07	11	0.975378254607	N/A
MAG068	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002499945.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp002499945	83.58	0.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	Placement	taxonomic classification fully defined by topology	GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 79.61, 0.44; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 79.05, 0.39; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 77.37, 0.1; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 77.09, 0.14; GCA_003149875.1, s__TF01-11 sp003149875, 95.0, 77.08, 0.09; GCA_001916135.1, s__TF01-11 sp001916135, 95.0, 76.64, 0.06; GCA_003529475.1, s__TF01-11 sp003529475, 95.0, 76.55, 0.07	97.36	11	0.975112400306	N/A
MAG137	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002499945.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp002499945	83.7	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	Placement	taxonomic classification fully defined by topology	GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 79.8, 0.46; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 79.09, 0.42; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 77.45, 0.11; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 77.44, 0.13; GCA_003529475.1, s__TF01-11 sp003529475, 95.0, 76.92, 0.07; GCA_003149875.1, s__TF01-11 sp003149875, 95.0, 76.51, 0.09; GCA_001916135.1, s__TF01-11 sp001916135, 95.0, 76.37, 0.06; GCA_003524945.1, s__TF01-11 sp003524945, 95.0, 76.31, 0.06	96.9	11	0.974538305914	N/A
MAG024	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	Placement	taxonomic classification fully defined by topology	GCA_002499945.1, s__TF01-11 sp002499945, 95.0, 81.33, 0.6; GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 79.99, 0.49; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 79.56, 0.47; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 77.35, 0.17; GCA_003149875.1, s__TF01-11 sp003149875, 95.0, 77.22, 0.09; GCA_001916135.1, s__TF01-11 sp001916135, 95.0, 77.2, 0.05; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 77.02, 0.13; GCA_003524945.1, s__TF01-11 sp003524945, 95.0, 76.81, 0.06; GCA_003529475.1, s__TF01-11 sp003529475, 95.0, 76.77, 0.07	98.31	11	0.949811784083	N/A
MAG107	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	97.54	11	0.800807873352	N/A
MAG054	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	89.64	11	0.885319965884	N/A
MAG130	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.71	11	0.883931404285	N/A
MAG022	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	N/A	N/A	N/A	N/A	N/A	GCA_900316325.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325	77.23	0.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	Placement	taxonomic classification fully defined by topology	GCA_003451515.1, s__Lachnospira sp003451515, 95.0, 76.99, 0.09; GCA_000434415.1, s__Lachnospira eligens_B, 95.63, 76.97, 0.1; GCF_900112995.1, s__Lachnospira rogosae, 95.0, 76.96, 0.12; GCA_000437735.1, s__Lachnospira sp000437735, 95.0, 76.95, 0.11; GCF_000146185.1, s__Lachnospira eligens, 95.63, 76.93, 0.09; GCA_002394205.1, s__Lachnospira sp002394205, 95.0, 76.91, 0.08; GCF_000702205.1, s__Lachnospira multipara_A, 95.0, 76.78, 0.08; GCF_900103815.1, s__Lachnospira pectinoschiza, 95.56, 76.75, 0.06; GCA_003537285.1, s__Lachnospira sp003537285, 95.36, 76.72, 0.09; GCF_000424105.1, s__Lachnospira multipara, 95.56, 76.48, 0.06; GCA_000436535.1, s__Lachnospira sp000436535, 95.0, 76.38, 0.08; GCA_000436475.1, s__Lachnospira sp000436475, 95.0, 76.21, 0.1; GCA_002435585.1, s__Lachnospira sp002435585, 95.0, 76.19, 0.09	97.5	11	0.930785347624	N/A
MAG079	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	65.62	11	0.766798082054	N/A
MAG027	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002358555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A sp002358555	77.37	0.15	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	Placement	taxonomic classification fully defined by topology	GCF_000235505.1, s__Hungatella_A hathewayi, 95.0, 77.2, 0.17	90.65	11	0.95544398962	N/A
MAG069	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002358555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A sp002358555	77.39	0.14	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	Placement	taxonomic classification fully defined by topology	GCF_000235505.1, s__Hungatella_A hathewayi, 95.0, 77.37, 0.16	88.53	11	0.949319847525	N/A
MAG033	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	N/A	N/A	N/A	N/A	N/A	GCA_003506385.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003506385	76.1	0.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	96.77	11	0.92631267247	N/A
MAG118	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__ASF356;s__	N/A	N/A	N/A	N/A	N/A	GCF_000364165.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__ASF356;s__ASF356 sp000364165	81.93	0.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	69.92	11	0.950667749557	N/A
MAG141	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA5755;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA5755;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.23	11	0.808453704965	N/A
MAG008	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	86.33	11	0.866201831489	N/A
MAG062	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	67.46	11	0.811202869281	N/A
MAG020	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	85.95	11	0.816248007197	N/A
MAG081	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.79	11	0.830956901935	N/A
MAG143	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	Placement	taxonomic classification fully defined by topology	GCA_002103105.1, s__Zag111 sp002103105, 95.0, 79.46, 0.49; GCA_002438405.1, s__Zag111 sp002438405, 95.0, 79.26, 0.48; GCA_002102825.1, s__Zag111 sp002102825, 95.0, 79.15, 0.5; GCA_003258735.1, s__Zag111 sp003258735, 95.0, 79.08, 0.43; GCA_002405805.1, s__Zag111 sp002405805, 95.0, 78.84, 0.41; GCA_001899395.1, s__Zag111 sp001899395, 95.0, 78.69, 0.38	96.65	11	0.950462935824	N/A
MAG138	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	N/A	N/A	N/A	N/A	N/A	GCA_001899395.1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp001899395	78.83	0.46	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__	Placement	taxonomic classification fully defined by topology	GCA_003258735.1, s__Zag111 sp003258735, 95.0, 79.35, 0.49; GCA_002405805.1, s__Zag111 sp002405805, 95.0, 79.15, 0.49; GCA_002103105.1, s__Zag111 sp002103105, 95.0, 79.04, 0.43; GCA_002102825.1, s__Zag111 sp002102825, 95.0, 78.89, 0.45; GCA_002438405.1, s__Zag111 sp002438405, 95.0, 78.76, 0.48	96.71	11	0.966571678262	N/A
MAG059	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	96.37	11	0.68958592956	N/A
